squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,id
37618,57,45,59333,2,3,2008.0,0.0,1,3892,26685
63973,18,78,40739,1,10,2002.0,,1,6770,9639
99107,54,65,88495,3,4,2018.0,0.0,1,5522,8127
71519,12,80,24484,1,8,2012.0,0.0,0,9982,16833
91841,77,14,19103,5,2,2011.0,0.0,1,8782,13575
28467,98,70,90596,7,6,2019.0,0.0,0,4314,1317
77075,52,11,13884,10,10,2002.0,1.0,1,1768,2052
91776,26,72,92099,10,1,2001.0,1.0,1,1303,879
69948,45,59,38826,10,3,2017.0,,0,5632,22650
68593,3,65,78866,3,3,2021.0,0.0,1,5603,16575
56774,50,23,45524,7,4,1995.0,1.0,0,5989,29505
84577,63,64,43522,6,7,1991.0,1.0,0,9411,18981
78835,77,84,40276,3,6,2002.0,1.0,1,1071,13626
59073,82,38,50312,1,5,2003.0,1.0,0,8036,22692
6704,83,59,94479,8,10,2012.0,1.0,1,7171,7395
20968,48,6,39273,3,6,1992.0,1.0,0,3747,22491
64244,20,82,89404,6,9,2021.0,1.0,1,5461,19608
54133,1,89,49508,2,3,1993.0,1.0,0,2192,14868
90842,60,25,25975,3,6,1995.0,0.0,0,3501,27813
51780,83,88,3391,3,8,2021.0,0.0,0,540,11313
38722,91,22,20239,5,5,2008.0,1.0,0,4316,7788
51127,85,66,53060,2,2,1996.0,0.0,0,391,5628
31802,100,80,6094,7,3,1990.0,0.0,1,3049,22662
26770,8,69,79970,10,8,2016.0,,0,6924,9408
63839,58,2,92707,4,6,2019.0,,1,6200,21234
56181,76,98,27961,4,4,1996.0,0.0,0,4581,20214
91757,82,78,92525,8,4,2012.0,1.0,1,5258,22722
54200,51,43,34559,2,5,2010.0,1.0,1,9853,15420
29788,61,68,65901,2,3,2011.0,1.0,1,6551,10197
29180,7,1,71840,5,8,1999.0,0.0,0,3218,26400
30630,62,65,24522,1,5,1996.0,,0,2190,17919
81114,23,89,34182,6,2,2007.0,1.0,0,1629,20181
96016,48,35,76744,6,4,1998.0,0.0,1,269,19644
8977,53,62,91218,1,3,2014.0,0.0,0,5865,8397
92508,60,88,67387,6,7,2006.0,,1,1551,6231
38804,18,45,39560,4,2,2000.0,0.0,0,5441,11481
34830,92,85,74921,3,4,2003.0,,0,3930,19296
48540,42,27,98742,4,5,2016.0,1.0,1,5751,3654
25680,51,11,39163,9,8,2009.0,0.0,1,8681,28479
73224,66,74,2142,2,3,2021.0,1.0,1,7771,14682
29589,45,76,83674,3,1,2006.0,1.0,0,3703,15384
96469,21,13,7761,2,9,1994.0,0.0,0,7532,8649
35039,19,22,4336,6,2,1994.0,0.0,1,2052,6363
99592,47,61,41554,7,5,1997.0,,1,9635,19197
70433,41,1,59694,5,8,2018.0,,0,3499,23907
73644,18,7,87197,9,4,1998.0,,0,4485,28728
77211,47,84,2192,7,9,2006.0,0.0,1,5620,9480
36429,8,29,15705,5,7,2019.0,,0,9275,15951
90334,44,6,81833,10,1,1990.0,,1,2390,14181
51993,59,33,34373,6,10,2013.0,0.0,1,7531,5964
44476,27,13,14585,9,10,2013.0,0.0,0,9906,10269
31661,52,18,95986,8,5,2020.0,,1,7968,2829
68275,93,54,82905,4,6,2020.0,1.0,0,3586,20388
85429,60,57,75588,7,6,2016.0,1.0,1,1421,7284
90162,71,27,52536,3,4,1992.0,1.0,0,2569,7110
81619,82,70,53446,10,5,2014.0,,1,1562,777
65324,7,8,53047,9,6,2009.0,0.0,0,9016,10107
4368,85,29,46782,9,8,2021.0,,0,4055,5658
24525,35,73,78932,4,8,2009.0,0.0,0,154,9300
20949,5,22,26964,4,8,2013.0,,0,3137,17190
23609,14,68,24913,7,8,2017.0,,1,6808,29868
68084,35,8,40586,7,3,2009.0,0.0,1,9896,24720
73406,72,75,77874,4,6,2007.0,0.0,1,6128,23769
50638,65,54,62598,7,5,2016.0,,0,4071,24096
5457,32,12,5443,1,6,1992.0,,1,4286,9366
73337,30,5,90306,3,3,2005.0,,0,9487,7536
95339,87,15,70589,9,4,2003.0,1.0,0,4878,11844
63237,8,49,23635,3,9,2009.0,1.0,1,6344,25695
30831,27,13,37790,8,10,1998.0,1.0,1,173,21369
57897,21,96,98705,4,3,1993.0,0.0,0,3678,12960
87418,73,7,26313,8,1,1995.0,,1,8759,5700
20640,17,91,21471,2,9,2015.0,0.0,0,5011,27465
35634,77,50,21065,7,4,1998.0,1.0,1,8120,22707
87156,49,44,94383,9,2,2019.0,0.0,1,5224,8841
80556,1,54,3902,5,6,1991.0,0.0,0,9757,19545
70942,36,28,34429,5,9,2019.0,,1,7964,20937
38688,76,80,73628,4,7,2012.0,1.0,1,5616,22677
83937,30,85,50195,5,8,2012.0,0.0,0,7175,29901
92655,54,77,12209,7,4,1996.0,0.0,0,4932,7164
35110,28,84,7687,6,8,1995.0,1.0,1,9928,5883
61208,51,39,86241,2,6,2021.0,0.0,1,4494,27486
47781,49,37,16377,6,8,1993.0,,1,6426,24732
23737,25,11,58841,3,6,2003.0,0.0,0,4514,20109
83460,34,69,23734,4,5,2017.0,0.0,1,3231,21684
55736,64,47,59881,10,5,2017.0,1.0,1,5234,3939
15429,27,46,73305,7,5,1991.0,0.0,0,1436,3504
74290,38,8,52850,5,6,2006.0,0.0,0,6893,4866
85256,68,45,56640,4,1,2019.0,,0,2638,1149
9380,11,97,52987,10,4,2013.0,0.0,0,691,20133
13414,59,16,81829,4,6,2014.0,,1,6223,24543
91716,7,97,69278,8,5,2006.0,1.0,0,9715,13749
95828,54,62,76615,6,10,1994.0,1.0,1,1745,24204
98478,7,19,44583,5,7,2007.0,1.0,0,3514,6639
70874,99,51,11943,8,7,2011.0,0.0,0,6049,22989
78217,78,73,34686,3,1,2003.0,,0,7391,26679
81101,65,87,46040,4,4,2017.0,0.0,1,5698,22020
46883,49,53,80204,8,2,2009.0,,1,9286,1974
69319,38,89,39675,1,1,2019.0,0.0,0,1787,13587
95288,45,80,81916,6,1,2010.0,,1,3179,5121
50589,75,52,82206,10,3,2008.0,,1,3824,13347
65155,69,46,26367,1,4,1994.0,0.0,1,4546,4455
6049,99,37,21569,7,7,2000.0,0.0,1,3872,24528
25386,30,35,96357,3,10,2001.0,0.0,0,5449,17271
1270,53,66,78847,7,8,1991.0,1.0,1,6093,4473
88561,37,49,11254,6,4,1994.0,,0,4582,25218
71676,13,49,34,5,7,2009.0,1.0,0,1318,16137
82016,15,93,96050,5,4,2014.0,,1,839,13764
21698,75,59,79997,1,1,2001.0,0.0,1,518,10785
476,14,52,24467,4,4,2019.0,1.0,1,6630,9399
16114,98,25,32522,7,2,2020.0,1.0,1,3474,12315
55707,7,33,55496,5,7,2014.0,0.0,1,9279,26760
53633,48,43,58011,5,3,2010.0,1.0,0,6352,23283
29578,2,5,71220,4,4,2003.0,1.0,1,9253,15498
51757,95,23,1745,5,6,2009.0,0.0,1,9496,8577
80386,41,4,46734,5,10,1994.0,1.0,1,9196,1635
60136,32,54,20364,5,3,1995.0,0.0,0,8341,25305
15850,99,96,87877,1,3,2010.0,,0,5326,10518
29362,2,44,7356,1,1,2000.0,1.0,1,1979,26136
60366,51,26,88209,3,9,2005.0,,1,8647,2100
9167,32,69,85421,4,3,1994.0,1.0,1,6444,1053
18586,93,16,30288,6,5,1997.0,1.0,0,7588,17808
69443,27,30,60701,2,7,1993.0,,0,7624,29073
21015,37,97,43938,5,6,1993.0,,0,2865,16431
79337,83,70,55727,5,9,2016.0,1.0,0,9559,11907
84947,54,68,53510,5,7,2014.0,1.0,1,1588,28650
99665,16,52,17077,1,9,1990.0,,1,136,24468
25493,31,97,43440,2,4,2017.0,1.0,1,6999,23712
50580,57,76,7583,4,4,2008.0,,0,1593,2802
71040,40,49,27973,4,3,2015.0,0.0,1,6467,5985
63320,3,3,13015,9,2,1993.0,1.0,1,4182,19782
50465,68,62,56602,7,6,1994.0,0.0,1,3513,6831
65919,40,82,30941,9,4,2013.0,0.0,1,8500,22716
76489,43,27,44513,9,7,1992.0,1.0,0,2458,3123
50093,89,5,46453,8,1,2009.0,,1,6873,24195
50118,80,76,39767,3,1,1998.0,0.0,1,7483,21963
25309,28,53,64682,4,6,2012.0,,0,923,20322
98191,17,77,90287,8,5,2020.0,1.0,1,6782,2196
1607,10,46,50693,3,6,2004.0,0.0,0,8175,6774
4410,37,37,84761,5,5,2004.0,,0,9410,28116
2374,41,85,46686,7,3,2018.0,1.0,1,6959,23388
94990,23,47,26015,5,2,2018.0,0.0,0,2531,13314
18281,9,76,89508,4,3,2016.0,,1,9815,25611
64879,80,12,40356,9,4,2021.0,0.0,1,5685,10083
54812,88,27,48822,2,7,1990.0,0.0,0,8509,4098
605,29,66,47766,10,2,2005.0,,0,2938,15510
27253,19,81,17039,5,5,2010.0,0.0,0,9476,1524
17357,42,20,39233,6,5,1998.0,1.0,0,5688,19200
54097,26,98,42242,2,9,2016.0,,1,6986,12849
95281,22,8,17132,8,10,1990.0,1.0,1,5252,9987
69440,90,76,59457,7,9,2004.0,,0,3678,30
44395,1,1,15234,8,5,2012.0,1.0,0,8789,17433
48270,60,85,81900,6,10,2010.0,0.0,0,6828,1176
30572,24,56,32061,3,9,2008.0,0.0,0,171,26211
63719,35,25,12297,7,1,1992.0,0.0,0,2342,18462
45827,61,60,26520,9,7,2006.0,0.0,0,2199,24258
70488,61,35,67659,3,7,2020.0,0.0,1,7391,19350
79822,67,30,76857,3,5,2003.0,0.0,1,5413,20643
27171,63,93,64977,9,7,1997.0,,0,1981,15714
58330,58,2,26565,4,7,1992.0,0.0,0,473,12801
87826,10,45,95822,9,8,1997.0,,0,5553,13287
49389,13,10,64991,10,1,1993.0,1.0,1,8664,23064
56931,60,91,8545,9,7,1994.0,0.0,0,3285,2241
66503,73,13,15190,5,2,1990.0,1.0,1,6051,8376
88112,77,68,6319,5,3,2021.0,1.0,1,9760,23199
43587,83,26,7076,10,9,2005.0,1.0,0,8824,4461
86152,44,48,74404,10,3,1992.0,,0,8176,28413
81573,98,57,30003,3,1,1992.0,,0,808,23292
72599,43,23,29526,9,3,2007.0,0.0,0,4841,2895
43876,42,43,78995,2,7,1993.0,,0,1242,4635
10040,100,98,88378,10,3,1994.0,,1,6306,4737
40177,38,12,47156,8,6,1991.0,1.0,0,5711,20382
21703,86,90,82410,8,4,2019.0,0.0,1,843,25824
57236,87,96,11180,9,4,2020.0,1.0,0,7873,28347
17863,1,33,7350,10,8,2009.0,,0,7268,27951
85272,89,34,1813,8,9,2005.0,,1,7286,22422
91931,38,42,61701,8,8,2016.0,0.0,1,3013,22242
29411,26,53,64099,2,9,2017.0,0.0,1,1681,17763
37163,4,22,19102,4,5,2014.0,1.0,1,9497,28014
26440,41,58,94901,3,7,2016.0,,0,5613,29796
9868,89,53,27902,5,1,2003.0,1.0,1,4813,14058
55250,31,3,43094,7,3,1995.0,,1,9389,6243
1121,9,80,18753,6,1,1990.0,0.0,0,2530,16257
26528,31,49,78028,7,5,2012.0,1.0,0,190,13833
18362,100,33,86705,9,4,2019.0,1.0,0,5521,1896
40581,99,82,48665,9,7,2008.0,1.0,0,5782,28764
89084,34,9,56568,10,5,2010.0,1.0,0,4675,26214
90643,77,55,46178,5,7,2012.0,,0,4659,24228
70868,70,39,12324,10,8,2005.0,1.0,1,821,3342
17252,90,23,58659,2,9,2000.0,0.0,1,3183,13482
45647,17,100,31458,9,4,2019.0,,1,3554,23703
64654,34,33,12031,5,5,1992.0,1.0,0,4245,25809
87668,58,56,18473,7,7,2017.0,1.0,0,9625,17538
97688,60,25,42775,8,9,1990.0,0.0,0,8847,324
5468,75,78,10625,6,7,2002.0,1.0,0,375,28776
63509,72,53,77958,6,1,2006.0,,1,6679,1461
98262,60,14,79444,3,9,2001.0,0.0,0,1889,14202
67735,36,24,79577,1,5,2020.0,,1,3289,4806
19728,97,85,49642,2,8,2018.0,0.0,1,4778,26565
39191,71,21,29174,9,9,2011.0,1.0,0,142,22998
34585,34,99,41029,6,2,2018.0,,0,9137,4449
56666,13,63,80634,8,9,2000.0,,1,6911,23067
4920,96,67,72459,5,9,1993.0,1.0,1,681,7470
23043,69,55,20666,6,10,2007.0,0.0,1,9610,7800
86042,64,7,66703,3,3,2010.0,1.0,0,438,3432
84978,63,65,50078,2,10,1990.0,0.0,0,9649,14076
66940,95,16,77329,7,7,2016.0,,0,691,4869
69592,68,10,94229,7,8,2000.0,1.0,1,6283,16809
46558,52,28,59297,2,5,2009.0,,1,3828,17835
30925,18,83,91239,7,4,2016.0,1.0,1,747,24027
39975,97,72,86063,6,8,2016.0,1.0,0,2361,7398
8808,9,15,13333,2,9,2014.0,0.0,0,7170,9555
7131,88,20,22245,9,10,2005.0,,0,231,984
49063,35,81,53623,1,5,1991.0,1.0,0,9416,20805
79093,89,63,31911,9,9,2014.0,1.0,0,2848,26553
95157,76,86,13430,4,2,2002.0,1.0,1,8416,6075
43412,3,68,42196,1,5,2010.0,,1,911,16851
23127,72,98,75970,5,4,1995.0,0.0,1,7989,21579
63397,52,17,54284,5,8,2003.0,,1,9719,8751
6078,67,22,19159,5,6,2004.0,1.0,0,2248,9159
70367,63,19,82251,8,1,2015.0,0.0,1,8131,27498
31471,3,34,90619,5,3,2020.0,,1,6093,10701
84503,53,10,75818,1,6,2004.0,1.0,1,1017,22671
25661,18,10,37780,10,6,2004.0,0.0,1,1752,22119
65823,2,40,30868,1,3,1999.0,1.0,0,5338,15882
40351,20,21,39793,10,7,2006.0,0.0,1,2129,19389
65816,36,56,48668,8,6,1999.0,1.0,1,510,9444
9897,83,55,55819,3,7,1997.0,,1,4632,6534
74556,36,30,19713,2,5,2021.0,,0,8074,20199
77324,66,96,49817,8,1,2000.0,1.0,1,2278,21063
19054,27,64,59992,5,10,2017.0,1.0,0,9531,6012
19467,61,69,64898,3,10,1995.0,0.0,0,7723,9123
23917,57,92,79479,9,2,1992.0,1.0,0,7268,22443
27581,56,54,43343,9,2,2008.0,0.0,0,131,18234
7021,94,18,29269,9,9,1998.0,1.0,1,8494,4572
86898,10,54,81981,8,5,2007.0,,1,2837,1005
35752,37,88,40954,9,9,2004.0,,0,4770,12837
80254,5,84,14987,9,1,2004.0,1.0,0,4601,6999
43729,50,78,86433,7,4,1990.0,,0,6886,921
14296,27,21,42471,6,2,1991.0,,0,1023,24147
60263,14,29,71839,5,5,2002.0,,0,4041,23022
56348,39,64,74517,10,6,1993.0,,0,7815,19446
20462,4,27,61133,2,3,1999.0,1.0,0,7946,25605
35966,4,35,51110,6,8,2009.0,1.0,0,9879,15873
23790,55,70,90089,2,9,1997.0,0.0,1,113,20646
62563,35,66,37064,7,6,1994.0,,0,6669,15090
74693,98,57,69975,6,3,1997.0,1.0,0,5655,375
69815,68,96,33939,9,3,2001.0,,1,4764,19011
31372,70,71,45055,1,6,2000.0,0.0,0,9133,7599
47377,91,12,93863,6,4,2015.0,0.0,0,6751,13878
21748,5,29,75041,9,6,1991.0,,0,6703,15831
74938,28,31,57629,3,10,2020.0,,1,23,14172
84747,97,86,50495,7,7,2014.0,1.0,0,7441,2454
52843,75,50,53689,6,7,2004.0,0.0,1,5877,24237
94638,50,32,80383,3,10,2014.0,,0,8047,3090
57035,7,24,19018,7,2,1998.0,1.0,1,21,14010
10031,44,2,46452,1,10,2004.0,1.0,0,3770,9972
87362,50,25,87149,9,3,1995.0,0.0,0,3967,16119
50571,39,24,80108,2,10,1998.0,,0,4018,22641
69918,32,11,43369,8,5,2005.0,0.0,1,2569,6336
42217,74,83,58719,3,7,2009.0,1.0,1,752,14331
76907,10,87,41867,6,10,1997.0,0.0,1,8945,6267
15500,92,98,81088,1,7,2020.0,1.0,0,9577,11355
53304,47,79,78668,5,3,2012.0,,1,3069,12516
1973,1,21,19624,7,9,2000.0,1.0,1,2316,9687
91112,51,9,59209,6,2,1991.0,0.0,1,7857,9417
76204,60,8,37849,1,5,1990.0,,1,3727,3228
97471,74,90,32462,7,7,2013.0,1.0,1,7429,26322
88887,9,28,43521,4,7,1995.0,,0,9176,12882
38490,14,8,11235,10,3,2017.0,1.0,0,9018,25731
72450,63,71,15715,9,10,2008.0,1.0,1,4116,20991
88367,5,7,36833,9,1,2018.0,0.0,0,8489,7353
30782,99,48,64577,1,5,2020.0,1.0,0,9701,25350
5033,58,28,57432,2,6,1991.0,1.0,0,749,13281
26519,33,42,19068,5,1,2014.0,,0,4604,23985
65934,29,51,98414,2,7,2007.0,1.0,1,7680,11976
98106,98,3,47065,5,6,1992.0,,0,8617,24174
6577,9,68,82346,10,7,2006.0,,0,9468,162
18250,16,82,7383,7,10,2011.0,1.0,0,7751,19662
40783,48,80,81432,7,8,1992.0,1.0,1,9162,6525
33156,15,43,52491,8,3,1994.0,,1,2108,19614
47523,89,89,48868,3,3,2006.0,1.0,1,526,17892
79604,30,4,23402,2,3,2016.0,1.0,1,9575,23340
95762,64,63,24349,10,10,2004.0,0.0,1,5198,5175
31317,91,25,86804,8,2,1995.0,,1,2463,27900
788,53,53,24590,7,4,2014.0,,0,8046,25758
41188,30,62,20895,8,9,2012.0,0.0,1,33,4671
62282,35,44,12448,9,1,2010.0,1.0,0,80,4254
45979,46,2,78140,10,5,2004.0,0.0,1,7620,1656
35828,77,3,85172,5,6,1998.0,0.0,0,795,11751
84540,21,64,38246,5,3,2007.0,0.0,1,5869,17394
70288,78,28,15319,3,9,2011.0,1.0,1,1864,19698
44681,63,80,80786,2,7,1995.0,0.0,0,9413,4911
8856,96,38,77863,9,7,1996.0,1.0,1,4044,4401
45730,11,99,22913,6,9,1998.0,0.0,1,1919,29499
59478,22,68,93765,2,8,1992.0,1.0,0,3355,7878
31692,7,36,37726,7,4,2007.0,0.0,0,1694,5388
58737,66,62,60814,4,3,2014.0,,1,8827,19404
32100,79,39,34468,2,5,2017.0,1.0,0,1482,6576
67663,1,49,17835,2,10,2014.0,0.0,1,7856,13536
59810,64,56,25278,1,10,2016.0,,1,5202,6198
86186,85,36,58102,4,8,2010.0,0.0,1,2790,26025
38030,53,4,13524,5,2,1990.0,,1,7981,28602
48331,2,42,1284,5,8,2019.0,,1,2820,4791
27856,34,98,93709,7,1,,0.0,0,7117,19437
70976,84,44,79617,10,7,2018.0,0.0,0,9962,13656
90180,91,63,1400,4,5,2014.0,,0,9500,28344
54646,10,98,12446,4,4,2017.0,,1,4716,29211
42024,72,9,22621,5,10,2003.0,0.0,1,4645,22593
8969,72,92,69766,5,3,2013.0,1.0,0,781,20175
38926,58,7,41410,8,2,2007.0,,1,5001,20568
80419,55,31,72171,5,5,1998.0,,1,1333,8613
5585,61,76,89016,3,10,2019.0,0.0,1,6421,13494
91651,97,95,28499,9,8,2016.0,1.0,0,9071,14373
5443,17,39,35512,2,7,2000.0,1.0,0,7932,10452
15355,1,30,10908,1,4,1992.0,,1,6587,1161
6963,11,65,54919,3,1,1995.0,,0,2829,8187
77261,32,18,67401,10,6,1997.0,0.0,1,5565,24357
26694,68,72,75658,3,2,1994.0,1.0,0,7808,27132
79744,36,50,92605,4,8,2012.0,1.0,1,1480,18642
32084,20,71,72927,10,8,2015.0,1.0,0,2309,27183
93703,46,56,33926,6,1,2018.0,1.0,1,9314,26946
78984,62,89,57806,9,9,2014.0,0.0,1,1199,4395
369,25,92,58183,2,10,2003.0,0.0,0,9608,8955
10697,16,95,41131,9,8,2009.0,0.0,1,1114,23835
13349,65,18,3147,1,3,2004.0,1.0,0,6039,3858
25791,74,10,65096,2,10,2015.0,,1,716,18810
96687,11,61,31414,8,6,2016.0,,0,9115,15624
41083,69,62,90286,9,6,2017.0,,0,4279,14433
63078,38,35,74374,3,1,2005.0,1.0,0,5369,29985
33935,12,86,30349,7,4,2015.0,1.0,1,7274,10869
30104,88,88,120,3,7,1996.0,0.0,1,3551,24738
44414,70,94,54108,8,1,2003.0,1.0,0,8675,48
95116,9,28,92387,2,8,2000.0,1.0,0,4404,3603
16996,89,52,56372,6,2,2005.0,0.0,0,7922,14901
15290,77,97,58566,9,3,2009.0,,1,4588,15648
57562,87,7,80004,7,5,2018.0,0.0,0,6694,2556
22786,23,81,51461,1,5,1991.0,,1,1188,20364
84540,46,66,296,6,8,1990.0,,0,817,23433
41168,99,11,53471,6,6,1992.0,1.0,0,5717,21825
33622,77,73,93239,7,5,2014.0,1.0,0,8902,8511
66878,22,41,3743,9,5,2016.0,,1,1400,24387
9815,96,24,19588,9,2,2010.0,0.0,1,6449,22200
81392,34,10,91918,2,8,2009.0,,0,3061,11349
95375,30,37,50519,9,1,1998.0,0.0,1,927,13518
29917,70,39,26297,5,9,2011.0,0.0,1,1566,25158
16336,76,11,28105,1,8,2008.0,,0,9709,5325
90836,97,40,53732,4,2,2011.0,,1,2770,21327
60244,35,47,69892,6,10,1995.0,1.0,0,1418,14271
43030,81,85,73973,4,10,2010.0,,1,1104,2442
5504,11,76,13791,8,4,1990.0,0.0,1,9447,3882
37620,55,51,9302,9,8,1994.0,1.0,1,8318,6390
6313,18,74,27295,9,6,2004.0,1.0,0,4979,19983
52251,53,10,19714,1,10,2005.0,1.0,1,5751,14310
75749,81,30,62511,5,3,2020.0,1.0,0,5132,24558
31113,93,93,79608,10,2,2020.0,,1,891,2769
18972,70,3,42286,3,3,2010.0,,1,8253,7941
28769,22,80,17297,6,10,2021.0,1.0,0,6686,459
44539,24,23,91046,2,4,2007.0,0.0,1,3795,9642
17643,18,1,34506,6,8,2004.0,1.0,0,755,21861
52079,71,97,77966,10,10,1995.0,,1,6737,28986
76906,77,6,61028,2,1,2019.0,,0,8938,20439
88655,88,94,96284,4,9,2007.0,1.0,1,1193,16302
87554,16,77,30135,7,7,2010.0,1.0,0,8714,23502
7889,38,58,59730,5,7,2000.0,0.0,0,1939,3843
33185,28,60,37437,5,8,1998.0,0.0,0,6398,15765
81860,68,65,95833,10,5,2000.0,0.0,1,5409,11235
16335,35,76,14675,10,6,2005.0,1.0,1,6086,9294
23164,79,76,59854,1,10,1992.0,1.0,1,1132,27357
50839,93,91,4337,1,3,2009.0,1.0,1,4208,4956
17432,49,15,81884,7,6,1993.0,,0,2250,22623
94930,27,98,44331,3,6,2001.0,1.0,0,9694,7974
47601,29,69,16139,3,5,2001.0,0.0,1,8925,29700
57143,81,11,13745,8,9,2001.0,0.0,1,7491,22245
90614,77,16,95936,8,6,2016.0,1.0,0,2528,4623
43245,83,35,51501,4,8,2003.0,,1,9660,29253
96666,95,9,25449,5,4,2008.0,,1,8123,13383
49608,59,10,71685,5,7,1992.0,0.0,1,2647,18240
15385,69,93,98763,3,2,2013.0,0.0,0,1661,19557
14973,91,22,52038,3,2,2018.0,,1,7397,17043
82285,19,22,73045,4,5,2014.0,0.0,0,782,13119
89520,47,6,68457,3,3,2007.0,0.0,0,4587,11262
31454,12,57,53771,8,1,2012.0,1.0,1,9770,25143
63341,81,85,45352,10,6,1991.0,,0,928,13773
91166,100,8,89777,10,6,1995.0,,1,5368,19056
86153,7,54,11435,9,9,2020.0,,1,8091,9198
24519,54,3,5764,8,4,2001.0,0.0,1,6797,21171
17458,69,51,97354,7,5,2008.0,,1,8435,294
48568,18,11,40071,2,3,2011.0,1.0,1,297,23760
14881,68,88,9188,8,9,2007.0,1.0,1,9590,29301
61123,25,72,27146,5,4,1995.0,,1,1051,6942
3854,7,25,32919,8,7,2009.0,1.0,1,6606,13653
86908,90,56,28155,8,7,2014.0,1.0,1,314,19278
55366,51,98,18443,4,3,2011.0,,0,8940,21759
17051,46,43,67578,2,2,1993.0,,1,6481,13851
14436,15,6,9002,9,2,2002.0,1.0,1,676,1890
34220,50,33,30858,3,3,1996.0,1.0,1,5942,19503
95215,72,8,8349,7,9,2009.0,,0,304,24375
82140,63,10,51301,1,9,2003.0,1.0,1,8091,28848
5706,57,38,51600,4,7,2005.0,1.0,0,73,9243
35778,92,35,16239,6,8,2012.0,0.0,1,4151,900
73323,43,5,8554,5,10,1990.0,0.0,1,3687,16050
97544,65,72,74577,2,2,2014.0,1.0,1,3458,21336
74037,75,84,185,5,10,1997.0,1.0,1,533,2229
27244,95,91,51203,9,7,1996.0,1.0,0,4237,1623
7812,68,93,30594,4,6,2012.0,,1,3559,20100
95800,83,28,75731,1,9,1990.0,,0,6051,17988
4442,11,46,10345,3,8,2016.0,1.0,1,9845,5142
71399,40,74,34136,5,10,1996.0,0.0,0,5484,25404
8223,73,18,91132,10,4,2009.0,,1,4835,18213
49694,47,17,42649,4,8,2021.0,,0,8872,21567
71661,54,64,30637,1,6,2014.0,1.0,0,793,22968
98826,87,77,7899,7,2,2007.0,,0,12,18447
92000,54,6,559,6,8,2011.0,,1,4693,26253
82274,36,69,30208,8,1,2013.0,1.0,1,7565,5772
28957,71,2,41445,1,9,1992.0,1.0,1,3222,3936
45273,66,3,1531,8,6,2007.0,1.0,0,328,3198
27649,86,67,35839,9,10,1997.0,1.0,0,4153,29547
78681,23,87,56264,8,9,2015.0,,0,5930,3120
30383,24,87,41613,9,8,2000.0,1.0,1,1312,16998
16205,33,53,74857,2,5,2000.0,0.0,0,5988,18174
35821,12,71,39266,6,10,2013.0,1.0,0,9220,19794
96601,97,37,21619,2,1,2015.0,,0,478,15234
34075,70,28,7956,2,2,1995.0,1.0,1,7842,99
64246,31,90,7469,9,4,1995.0,,1,4368,18837
8732,69,40,28331,2,7,1991.0,0.0,0,1102,19890
15807,34,33,58996,7,2,2020.0,1.0,0,4263,7899
41409,100,9,85156,1,1,2003.0,0.0,1,8936,20193
84748,29,96,57674,8,9,2013.0,1.0,1,1978,10245
95514,64,83,88845,6,8,2016.0,1.0,1,3388,16797
19596,10,28,44541,8,10,1997.0,0.0,0,6454,27258
26886,88,10,48679,8,6,1991.0,0.0,0,8380,16317
5017,48,49,71704,1,5,1993.0,,0,9420,8739
817,80,26,96822,3,7,,,0,7737,20073
56381,5,91,50835,6,1,2009.0,0.0,1,9204,1884
45464,3,3,42973,5,5,2021.0,0.0,1,9971,11055
63992,5,39,50384,6,9,2005.0,,1,5356,12933
81411,23,74,99433,10,1,1998.0,1.0,1,4634,9486
67053,15,33,72156,5,2,2019.0,0.0,1,7848,29841
13560,1,17,85418,4,3,2001.0,1.0,0,7736,8043
59993,13,67,83164,2,4,2015.0,1.0,0,7159,16449
95568,61,56,79841,2,8,1992.0,0.0,0,8392,27630
50873,95,38,10919,7,10,2018.0,1.0,0,4083,19491
56885,89,80,69885,1,4,2001.0,0.0,1,7919,9750
72193,49,82,53046,4,7,1992.0,0.0,0,5541,28677
39210,100,70,44287,6,9,2011.0,1.0,0,5798,3999
82468,24,1,92478,5,2,1999.0,0.0,1,3756,16500
64882,88,86,26142,5,7,1990.0,1.0,1,3453,4578
98864,37,55,32055,1,7,2006.0,,0,3854,11280
71061,89,75,53656,9,4,2018.0,0.0,1,629,21888
46585,73,91,10008,2,6,1990.0,0.0,1,4670,5199
41976,78,86,95137,6,7,1990.0,0.0,1,9332,15993
52165,3,3,77195,7,2,1998.0,,0,4903,8862
89999,49,3,18801,9,4,2010.0,1.0,0,1314,4224
65611,61,23,88748,9,9,1999.0,1.0,0,5046,14421
16067,4,26,51833,6,7,2007.0,1.0,0,8041,13842
57970,2,53,59184,5,6,2013.0,0.0,0,2019,18099
50373,38,53,3519,8,3,2003.0,0.0,1,1500,22725
12079,66,70,60660,6,8,2020.0,1.0,0,3094,22881
36670,12,54,81486,1,9,2003.0,1.0,1,7937,5520
2122,89,67,80189,10,9,2000.0,0.0,1,3154,27819
88458,5,36,25549,5,8,2012.0,0.0,1,7119,24777
70603,35,42,21908,8,1,2012.0,,0,2976,9729
70091,62,86,37015,2,6,2009.0,,0,1786,2553
3886,86,35,37090,2,5,2021.0,1.0,0,4865,18081
64932,38,42,35842,1,9,2016.0,1.0,1,4507,3018
4434,79,29,8718,2,2,2009.0,1.0,1,9010,28881
